0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,7,2,8,2,7,1,0,0,0,0,0,0,0,1,2,17,17,17,17,2,1,0,0,0,0,1,2,2,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,2,2,8,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,4,2,4,2,2,1,1,1,1,1,1,1,1,1,2,2,6,2,3,2,1,1,1,1,1,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,2,3,2,6,3,17,2,4,17,2,2,13,3,4,14,2,2,2,13,2,5,6,6,2,5,5,2,4,2,3,6,2,3,4,2,2,3,5,6,2,2,3,9,2,2,5,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,5,2,5,3,5,17,4,2,17,2,2,4,13,2,2,2,4,14,2,13,2,5,4,2,3,6,6,2,2,4,2,5,2,2,6,2,4,2,2,2,3,2,5,3,2,9,2,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,4,2,6,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,1,1,1,1,1,6,2,2,6,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,6,2,3,2,1,0,0,0,0,0,0,0,1,2,14,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,1,2,4,1,1,0,0,0,0,0,0,0,1,2,17,17,17,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
